Purchase_Year,Original_Price,Furniture_Type,Material,Quality,Color,Condition_Years,Target_Year,Predicted_Price
2019,"₹45,209",Table,Wood,Low,Beige,6,2025,"₹5,318"
2024,"₹45,308",Table,Plastic,Low,Grey,1,2025,"₹31,715"
2024,"₹35,236",Bookshelf,Plastic,Medium,Grey,1,2025,"₹28,188"
2016,"₹46,203",TV Unit,Steel,Low,Walnut,9,2025,"₹1,864"
2018,"₹9,754",Cabinet,Engineered Wood,High,Red,7,2025,"₹4,665"
2021,"₹7,449",Bookshelf,Engineered Wood,Low,Black,4,2025,"₹1,788"
2015,"₹36,082",Cabinet,MDF,Medium,Black,10,2025,"₹3,874"
2020,"₹23,139",Chair,MDF,Medium,White,5,2025,"₹7,582"
2024,"₹36,575",Chair,Teak Wood,Medium,White,1,2025,"₹29,260"
2018,"₹27,612",Chair,Steel,Medium,White,7,2025,"₹5,790"
2020,"₹23,062",Cabinet,Steel,Low,Red,5,2025,"₹3,876"
2020,"₹42,030",Wardrobe,Engineered Wood,Medium,Brown,5,2025,"₹13,772"
2024,"₹22,026",TV Unit,Teak Wood,Low,Cream,1,2025,"₹15,418"
2018,"₹18,090",Sofa,Plywood,Low,Teak,7,2025,"₹1,489"
2019,"₹45,697",Cabinet,Steel,Low,White,6,2025,"₹5,376"
2020,"₹29,082",Dresser,Engineered Wood,Medium,Teak,5,2025,"₹9,529"
2020,"₹3,188",Bed,Plywood,Low,Beige,5,2025,"₹1,000"
2016,"₹12,567",Bookshelf,Wood,Low,Teak,9,2025,"₹1,000"
2021,"₹32,602",Dresser,Plywood,High,Beige,4,2025,"₹21,390"
2015,"₹46,317",Bed,Plastic,Medium,Walnut,10,2025,"₹4,973"
2024,"₹22,660",Table,Plywood,Medium,Brown,1,2025,"₹18,128"
2021,"₹36,147",Dining Table,Wood,High,Brown,4,2025,"₹23,716"
2017,"₹7,958",TV Unit,MDF,Low,White,8,2025,"₹1,000"
2016,"₹10,092",Cabinet,Steel,Low,Brown,9,2025,"₹1,000"
2015,"₹15,570",Dining Table,Teak Wood,Medium,White,10,2025,"₹1,671"
2020,"₹6,365",Dresser,Teak Wood,Medium,Brown,5,2025,"₹2,085"
2023,"₹28,848",Bookshelf,MDF,Medium,Blue,2,2025,"₹18,462"
2020,"₹11,655",Sofa,Plastic,Medium,Grey,5,2025,"₹3,819"
2017,"₹42,744",Wardrobe,Plastic,Medium,Teak,8,2025,"₹7,171"
2016,"₹18,541",Table,Steel,Medium,Teak,9,2025,"₹2,488"
2015,"₹48,802",Sofa,Engineered Wood,High,Blue,10,2025,"₹17,016"
2023,"₹7,611",Table,Wood,High,Teak,2,2025,"₹6,164"
2015,"₹31,394",Dresser,Wood,Medium,Walnut,10,2025,"₹3,370"
2022,"₹10,411",Bed,Teak Wood,Low,Blue,3,2025,"₹3,570"
2019,"₹36,086",Bookshelf,Wood,Low,Walnut,6,2025,"₹4,245"
2018,"₹10,387",Sofa,Plywood,Low,Grey,7,2025,"₹1,000"
2018,"₹12,658",Sofa,MDF,Medium,Teak,7,2025,"₹2,654"
2022,"₹8,172",Cabinet,Plywood,Low,Grey,3,2025,"₹2,802"
2021,"₹22,841",Wardrobe,MDF,Medium,Grey,4,2025,"₹9,355"
2019,"₹34,803",Sofa,MDF,High,Walnut,6,2025,"₹18,495"
2024,"₹28,328",Bed,Teak Wood,Low,Beige,1,2025,"₹19,829"
2023,"₹49,035",Bookshelf,MDF,High,Black,2,2025,"₹39,718"
2019,"₹24,130",Wardrobe,Teak Wood,Medium,Red,6,2025,"₹6,325"
2019,"₹21,369",Bookshelf,Engineered Wood,Medium,Cream,6,2025,"₹5,601"
2024,"₹48,283",Dresser,Steel,Low,Teak,1,2025,"₹33,798"
2019,"₹15,086",TV Unit,Plastic,Low,White,6,2025,"₹1,774"
2015,"₹23,800",Chair,Engineered Wood,Low,Teak,10,2025,"₹1,000"
2024,"₹21,262",Table,Plywood,Low,Black,1,2025,"₹14,883"
2024,"₹27,713",Bed,Wood,Medium,Black,1,2025,"₹22,170"
2019,"₹9,980",Bookshelf,Teak Wood,High,Black,6,2025,"₹5,303"
2022,"₹5,134",Cabinet,Plywood,Medium,Black,3,2025,"₹2,628"
2021,"₹28,845",TV Unit,Plastic,Medium,Red,4,2025,"₹11,814"
2017,"₹27,823",Chair,MDF,High,Walnut,8,2025,"₹11,976"
2021,"₹28,107",Sofa,Wood,High,Black,4,2025,"₹18,441"
2020,"₹17,222",Table,Steel,Medium,Black,5,2025,"₹5,643"
2024,"₹16,221",Dining Table,MDF,Medium,White,1,2025,"₹12,976"
2019,"₹40,606",Dresser,Plywood,High,Teak,6,2025,"₹21,579"
2020,"₹43,734",Chair,MDF,High,Cream,5,2025,"₹25,824"
2021,"₹47,795",Table,Plastic,Medium,Teak,4,2025,"₹19,576"
2015,"₹34,713",Dresser,Engineered Wood,Medium,Black,10,2025,"₹3,727"
2021,"₹22,479",Dresser,Engineered Wood,Low,Cream,4,2025,"₹5,397"
2023,"₹39,750",Cabinet,Plastic,Low,Brown,2,2025,"₹19,477"
2015,"₹34,878",Sofa,Plywood,Medium,Walnut,10,2025,"₹3,744"
2018,"₹33,067",Sofa,Wood,Low,White,7,2025,"₹2,723"
2017,"₹37,916",Table,Plywood,High,Black,8,2025,"₹16,321"
2016,"₹21,715",Bookshelf,Steel,Low,Teak,9,2025,"₹1,000"
2024,"₹19,337",Dresser,MDF,High,Teak,1,2025,"₹17,403"
2016,"₹45,295",Wardrobe,Teak Wood,Medium,Cream,9,2025,"₹6,079"
2018,"₹34,839",TV Unit,Plywood,Medium,Brown,7,2025,"₹7,306"
2022,"₹9,196",Sofa,Teak Wood,High,Blue,3,2025,"₹6,703"
2023,"₹31,545",Dining Table,Steel,Medium,Walnut,2,2025,"₹20,188"
2020,"₹40,207",Table,Plywood,Medium,Teak,5,2025,"₹13,175"
2021,"₹15,176",Bed,Wood,Low,Red,4,2025,"₹3,643"
2020,"₹15,595",Bed,Engineered Wood,High,Red,5,2025,"₹9,208"
2015,"₹24,976",Chair,Wood,Low,Brown,10,2025,"₹1,000"
2018,"₹41,858",Bed,Teak Wood,Medium,Black,7,2025,"₹8,778"
2024,"₹42,290",Bed,Teak Wood,High,Black,1,2025,"₹38,061"
2020,"₹18,106",Dining Table,Plastic,High,Beige,5,2025,"₹10,691"
2021,"₹41,612",Table,Plastic,Low,White,4,2025,"₹9,991"
2022,"₹7,866",Dining Table,Steel,Low,Black,3,2025,"₹2,698"
2020,"₹26,480",Chair,Teak Wood,Low,Brown,5,2025,"₹4,450"
2024,"₹34,593",Chair,Plastic,Medium,White,1,2025,"₹27,674"
2015,"₹27,190",Dresser,Teak Wood,Low,Black,10,2025,"₹1,000"
2015,"₹15,660",Dresser,MDF,Medium,Blue,10,2025,"₹1,681"
2015,"₹20,579",Bed,Wood,High,Beige,10,2025,"₹7,175"
2015,"₹27,990",Sofa,Wood,Medium,Beige,10,2025,"₹3,005"
2017,"₹22,191",Bed,Plywood,Medium,Red,8,2025,"₹3,723"
2022,"₹39,008",Chair,Engineered Wood,Low,Grey,3,2025,"₹13,379"
2018,"₹8,642",Bookshelf,Plywood,Low,Grey,7,2025,"₹1,000"
2016,"₹22,125",Dresser,Teak Wood,High,Black,9,2025,"₹8,571"
2022,"₹46,333",Sofa,Wood,High,Brown,3,2025,"₹33,776"
2016,"₹8,672",Sofa,Engineered Wood,High,Beige,9,2025,"₹3,359"
2018,"₹49,320",Table,MDF,Low,Black,7,2025,"₹4,061"
2024,"₹44,060",TV Unit,Teak Wood,Low,Cream,1,2025,"₹30,841"
2016,"₹38,330",Wardrobe,Teak Wood,Low,Black,9,2025,"₹1,546"
2016,"₹36,697",Dining Table,Teak Wood,Medium,Cream,9,2025,"₹4,925"
2018,"₹16,652",Dining Table,Wood,Low,Teak,7,2025,"₹1,371"
2015,"₹7,692",Chair,Steel,Medium,Beige,10,2025,"₹1,000"
2021,"₹37,353",Dining Table,MDF,High,Teak,4,2025,"₹24,507"
2017,"₹10,522",TV Unit,Teak Wood,Low,Black,8,2025,"₹1,000"
2015,"₹37,331",Wardrobe,Plastic,Medium,Brown,10,2025,"₹4,008"
2019,"₹33,882",Wardrobe,Teak Wood,Low,Cream,6,2025,"₹3,986"
2018,"₹42,823",Table,Engineered Wood,Low,Grey,7,2025,"₹3,526"
2017,"₹33,282",Wardrobe,MDF,Low,Teak,8,2025,"₹1,918"
2017,"₹15,296",Sofa,Teak Wood,Medium,Teak,8,2025,"₹2,566"
2023,"₹14,156",Table,Plastic,High,Cream,2,2025,"₹11,466"
2016,"₹26,385",Cabinet,Steel,High,White,9,2025,"₹10,222"
2020,"₹48,091",Bookshelf,Steel,High,Red,5,2025,"₹28,397"
2019,"₹19,861",Sofa,Wood,Medium,Walnut,6,2025,"₹5,206"
2021,"₹15,772",Wardrobe,MDF,Low,Blue,4,2025,"₹3,786"
2022,"₹15,560",Chair,Engineered Wood,Medium,Red,3,2025,"₹7,966"
2020,"₹49,138",Bed,Teak Wood,High,Walnut,5,2025,"₹29,015"
2015,"₹13,031",Bookshelf,Teak Wood,Medium,Black,10,2025,"₹1,399"
2018,"₹38,607",Cabinet,Engineered Wood,High,Teak,7,2025,"₹18,465"
2016,"₹25,820",Dining Table,Steel,Low,Teak,9,2025,"₹1,041"
2017,"₹32,413",Chair,Plywood,High,Blue,8,2025,"₹13,952"
2024,"₹20,708",Cabinet,Plastic,Medium,Grey,1,2025,"₹16,566"
2022,"₹20,470",Chair,Teak Wood,High,Beige,3,2025,"₹14,922"
2015,"₹11,024",Dining Table,Plastic,Low,Teak,10,2025,"₹1,000"
2024,"₹33,922",TV Unit,Teak Wood,High,Cream,1,2025,"₹30,529"
2021,"₹23,816",TV Unit,MDF,Medium,Beige,4,2025,"₹9,755"
2020,"₹24,766",Bookshelf,Engineered Wood,Medium,Blue,5,2025,"₹8,115"
2024,"₹42,917",TV Unit,Plastic,Medium,Grey,1,2025,"₹34,333"
2024,"₹26,100",Bookshelf,Engineered Wood,Medium,Teak,1,2025,"₹20,880"
2017,"₹3,416",Table,Plastic,High,Grey,8,2025,"₹1,470"
2016,"₹31,835",Bed,Wood,Medium,Blue,9,2025,"₹4,272"
2020,"₹6,731",Cabinet,Plastic,Low,White,5,2025,"₹1,131"
2023,"₹46,844",Dresser,MDF,Medium,Cream,2,2025,"₹29,980"
2020,"₹15,056",Dresser,MDF,High,Black,5,2025,"₹8,890"
2015,"₹34,552",Wardrobe,MDF,Low,White,10,2025,"₹1,000"
2020,"₹49,866",Bed,Plywood,Low,Grey,5,2025,"₹8,380"
2015,"₹48,690",Bed,Engineered Wood,High,Teak,10,2025,"₹16,977"
2017,"₹19,212",Bed,Plywood,High,Brown,8,2025,"₹8,270"
2016,"₹5,010",Bookshelf,MDF,Low,Blue,9,2025,"₹1,000"
2019,"₹47,619",Table,Teak Wood,Medium,White,6,2025,"₹12,483"
2020,"₹9,337",Bookshelf,Wood,High,Walnut,5,2025,"₹5,513"
2020,"₹12,129",TV Unit,MDF,Low,Walnut,5,2025,"₹2,038"
2016,"₹27,517",Wardrobe,Engineered Wood,Medium,Cream,9,2025,"₹3,693"
2016,"₹22,498",Table,Engineered Wood,Medium,Brown,9,2025,"₹3,019"
2022,"₹22,325",Cabinet,Teak Wood,Medium,Teak,3,2025,"₹11,430"
2015,"₹34,218",Bookshelf,Plastic,Low,Grey,10,2025,"₹1,000"
2019,"₹14,557",Chair,Teak Wood,Medium,Grey,6,2025,"₹3,816"
2024,"₹29,110",Wardrobe,Wood,Low,Blue,1,2025,"₹20,377"
2015,"₹31,548",Bed,Engineered Wood,Low,Red,10,2025,"₹1,000"
2018,"₹12,508",Wardrobe,Plastic,High,Teak,7,2025,"₹5,982"
2021,"₹19,179",Sofa,Teak Wood,Medium,Cream,4,2025,"₹7,855"
2022,"₹34,830",Bookshelf,Teak Wood,Medium,Grey,3,2025,"₹17,832"
2015,"₹9,464",Chair,Engineered Wood,High,Walnut,10,2025,"₹3,299"
2022,"₹5,383",Sofa,Engineered Wood,High,Red,3,2025,"₹3,924"
2015,"₹29,460",TV Unit,Plywood,High,White,10,2025,"₹10,272"
2020,"₹25,263",Dresser,MDF,Low,Grey,5,2025,"₹4,245"
2018,"₹46,601",Chair,Engineered Wood,Medium,Black,7,2025,"₹9,772"
2016,"₹17,604",Table,Plywood,Medium,Walnut,9,2025,"₹2,362"
2020,"₹24,221",Table,Plywood,High,Grey,5,2025,"₹14,302"
2017,"₹44,196",Dresser,Engineered Wood,Medium,Beige,8,2025,"₹7,414"
2015,"₹36,119",Sofa,Wood,Medium,Blue,10,2025,"₹3,878"
2021,"₹8,754",Dresser,Plywood,Medium,Cream,4,2025,"₹3,585"
2019,"₹41,736",Cabinet,Plastic,Low,Beige,6,2025,"₹4,910"
2019,"₹6,593",Dresser,Teak Wood,Low,White,6,2025,"₹1,000"
2019,"₹35,333",TV Unit,Engineered Wood,Medium,Black,6,2025,"₹9,262"
2017,"₹20,224",Dresser,Steel,High,Brown,8,2025,"₹8,705"
2017,"₹16,802",Chair,Teak Wood,High,Grey,8,2025,"₹7,232"
2022,"₹13,549",Table,Teak Wood,Medium,Black,3,2025,"₹6,937"
2018,"₹36,372",Dresser,MDF,Medium,Cream,7,2025,"₹7,627"
2017,"₹31,068",TV Unit,Teak Wood,High,Grey,8,2025,"₹13,373"
2019,"₹26,941",Table,MDF,High,White,6,2025,"₹14,317"
2019,"₹42,320",Chair,Wood,Medium,Red,6,2025,"₹11,093"
2021,"₹42,852",Chair,Plywood,Low,Walnut,4,2025,"₹10,288"
2020,"₹38,100",Dresser,Plywood,Low,Red,5,2025,"₹6,403"
2020,"₹45,032",Dining Table,Plastic,High,Brown,5,2025,"₹26,590"
2022,"₹21,249",Bed,Engineered Wood,Medium,Cream,3,2025,"₹10,879"
2020,"₹42,207",Sofa,Plastic,Low,Grey,5,2025,"₹7,093"
2015,"₹28,823",Wardrobe,Wood,Low,Teak,10,2025,"₹1,000"
2021,"₹27,246",Table,Engineered Wood,Low,White,4,2025,"₹6,541"
2021,"₹6,564",Dining Table,Engineered Wood,Low,Red,4,2025,"₹1,576"
2018,"₹24,659",Bookshelf,MDF,High,Walnut,7,2025,"₹11,794"
2017,"₹28,532",Wardrobe,Wood,Low,Brown,8,2025,"₹1,644"
2015,"₹49,730",Table,Engineered Wood,High,Grey,10,2025,"₹17,339"
2018,"₹43,600",Dresser,Steel,Low,Grey,7,2025,"₹3,590"
2017,"₹28,918",Wardrobe,Plywood,Medium,Beige,8,2025,"₹4,851"
2024,"₹39,268",Dresser,Steel,Medium,Walnut,1,2025,"₹31,414"
2024,"₹39,986",Dining Table,Plastic,Low,Cream,1,2025,"₹27,990"
2018,"₹44,787",Dresser,MDF,High,Brown,7,2025,"₹21,421"
2018,"₹43,736",Table,Plastic,High,Walnut,7,2025,"₹20,918"
2018,"₹33,234",Chair,Steel,Medium,Blue,7,2025,"₹6,969"
2022,"₹3,697",Bookshelf,Plastic,High,Black,3,2025,"₹2,695"
2019,"₹39,008",Sofa,Wood,High,Brown,6,2025,"₹20,730"
2021,"₹24,740",Dining Table,Steel,Low,Grey,4,2025,"₹5,940"
2023,"₹29,247",Bookshelf,Engineered Wood,Medium,Grey,2,2025,"₹18,718"
2017,"₹32,210",Table,Wood,Medium,Black,8,2025,"₹5,403"
2017,"₹44,915",TV Unit,Steel,Low,Teak,8,2025,"₹2,589"
2024,"₹29,667",Chair,Wood,High,White,1,2025,"₹26,700"
2022,"₹22,527",Cabinet,MDF,Medium,Beige,3,2025,"₹11,533"
2018,"₹7,759",Cabinet,Wood,Low,Beige,7,2025,"₹1,000"
2017,"₹16,015",Chair,Plastic,Low,Walnut,8,2025,"₹1,000"
2020,"₹35,125",Dining Table,Plastic,High,Beige,5,2025,"₹20,740"
2020,"₹14,959",Wardrobe,Engineered Wood,Low,Black,5,2025,"₹2,514"
2016,"₹44,456",Sofa,Engineered Wood,Medium,Black,9,2025,"₹5,966"
2024,"₹36,233",Dining Table,Plastic,High,Brown,1,2025,"₹32,609"
2022,"₹48,528",Dining Table,Plastic,High,Beige,3,2025,"₹35,376"
2018,"₹11,001",Cabinet,Engineered Wood,High,Grey,7,2025,"₹5,261"
2022,"₹45,624",Wardrobe,Steel,Low,Walnut,3,2025,"₹15,649"
2019,"₹45,690",Sofa,MDF,High,Beige,6,2025,"₹24,281"
2016,"₹46,501",Dining Table,Plastic,Medium,Blue,9,2025,"₹6,241"
2018,"₹41,555",Chair,Teak Wood,High,Cream,7,2025,"₹19,875"
2016,"₹19,494",Cabinet,MDF,High,White,9,2025,"₹7,552"
2023,"₹39,447",Table,Plastic,Low,Cream,2,2025,"₹19,329"
2023,"₹33,381",Dining Table,Steel,Medium,Blue,2,2025,"₹21,363"
2018,"₹38,947",Chair,Plastic,Medium,White,7,2025,"₹8,167"
2024,"₹35,189",Dining Table,Engineered Wood,Medium,Teak,1,2025,"₹28,151"
2017,"₹9,351",Table,Plywood,High,Grey,8,2025,"₹4,025"
2021,"₹22,675",Table,Plastic,Low,Walnut,4,2025,"₹5,444"
2016,"₹41,774",Sofa,MDF,Low,Cream,9,2025,"₹1,685"
2022,"₹16,071",Cabinet,Wood,High,Blue,3,2025,"₹11,715"
2018,"₹41,154",Table,Plastic,Low,Beige,7,2025,"₹3,389"
2016,"₹19,067",Dining Table,MDF,Low,Grey,9,2025,"₹1,000"
2018,"₹25,284",Bed,Teak Wood,High,Beige,7,2025,"₹12,093"
2021,"₹5,967",Dresser,Plastic,High,Grey,4,2025,"₹3,914"
2019,"₹29,651",Sofa,Teak Wood,Medium,Teak,6,2025,"₹7,772"
2018,"₹46,251",Bed,Steel,High,Black,7,2025,"₹22,121"
2017,"₹38,286",Bookshelf,Teak Wood,High,Brown,8,2025,"₹16,480"
2023,"₹15,758",Bed,MDF,High,Grey,2,2025,"₹12,763"
2024,"₹43,440",TV Unit,Teak Wood,Low,Beige,1,2025,"₹30,407"
2017,"₹33,235",TV Unit,Wood,Medium,Beige,8,2025,"₹5,575"
2016,"₹30,977",Bed,Steel,High,Teak,9,2025,"₹12,001"
2019,"₹23,659",Cabinet,Plywood,High,Walnut,6,2025,"₹12,573"
2015,"₹20,130",Chair,Wood,Medium,White,10,2025,"₹2,161"
2019,"₹42,516",TV Unit,Teak Wood,High,Grey,6,2025,"₹22,594"
2020,"₹47,441",Dining Table,Wood,Medium,Teak,5,2025,"₹15,545"
2020,"₹18,704",Sofa,Engineered Wood,Medium,Grey,5,2025,"₹6,128"
2021,"₹4,216",Bed,Steel,Medium,White,4,2025,"₹1,726"
2019,"₹6,396",Bed,Steel,Medium,Beige,6,2025,"₹1,676"
2021,"₹6,153",Sofa,Wood,Medium,Blue,4,2025,"₹2,520"
2022,"₹31,346",Wardrobe,Plywood,High,Brown,3,2025,"₹22,851"
2018,"₹27,448",Wardrobe,Plastic,Low,White,7,2025,"₹2,260"
2024,"₹25,206",Dining Table,Teak Wood,High,Grey,1,2025,"₹22,685"
2016,"₹34,891",Table,Plywood,Medium,Teak,9,2025,"₹4,682"
2021,"₹49,666",Bookshelf,Plywood,High,Cream,4,2025,"₹32,585"
2016,"₹39,877",Wardrobe,Steel,High,White,9,2025,"₹15,449"
2018,"₹29,043",Wardrobe,Wood,High,Grey,7,2025,"₹13,891"
2018,"₹16,253",Chair,Plywood,Low,Teak,7,2025,"₹1,338"
2016,"₹25,593",Dresser,Teak Wood,High,Brown,9,2025,"₹9,915"
2016,"₹34,574",Bed,Teak Wood,High,Beige,9,2025,"₹13,394"
2020,"₹45,044",Cabinet,Plywood,Medium,Teak,5,2025,"₹14,760"
2015,"₹28,306",Dining Table,Teak Wood,High,Black,10,2025,"₹9,869"
2017,"₹37,808",Dining Table,Plastic,High,Cream,8,2025,"₹16,275"
2015,"₹45,270",Table,Teak Wood,Medium,Blue,10,2025,"₹4,860"
2015,"₹31,842",Sofa,Plywood,Medium,White,10,2025,"₹3,419"
2018,"₹40,953",Table,Plastic,High,White,7,2025,"₹19,587"
2023,"₹17,595",Table,Plywood,High,Walnut,2,2025,"₹14,251"
2016,"₹31,261",Table,Plastic,High,White,9,2025,"₹12,111"
2018,"₹10,635",Dining Table,Engineered Wood,Low,Brown,7,2025,"₹1,000"
2018,"₹37,778",Wardrobe,Plywood,Low,Cream,7,2025,"₹3,111"
2016,"₹25,784",Wardrobe,Plywood,High,Black,9,2025,"₹9,989"
2024,"₹12,249",Wardrobe,MDF,Low,Blue,1,2025,"₹8,574"
2020,"₹4,783",Dresser,Engineered Wood,High,Blue,5,2025,"₹2,824"
2020,"₹28,311",Dresser,Plywood,Medium,Cream,5,2025,"₹9,276"
2020,"₹10,378",Dresser,Steel,Low,Walnut,5,2025,"₹1,744"
2018,"₹45,235",Sofa,Teak Wood,Low,Brown,7,2025,"₹3,725"
2023,"₹17,228",Dining Table,MDF,Low,Cream,2,2025,"₹8,441"
2024,"₹16,889",Dresser,MDF,High,Beige,1,2025,"₹15,200"
2021,"₹31,385",Dresser,Engineered Wood,Medium,Cream,4,2025,"₹12,855"
2015,"₹37,800",Bookshelf,Teak Wood,Medium,Red,10,2025,"₹4,058"
2024,"₹8,591",Bookshelf,Steel,High,Teak,1,2025,"₹7,731"
2023,"₹3,404",Dresser,MDF,Low,Brown,2,2025,"₹1,667"
2017,"₹23,113",Chair,Steel,Low,Grey,8,2025,"₹1,332"
2022,"₹41,981",Cabinet,Plastic,Medium,Black,3,2025,"₹21,494"
2020,"₹25,829",Wardrobe,Steel,Low,Walnut,5,2025,"₹4,341"
2024,"₹40,819",Bookshelf,Plastic,High,White,1,2025,"₹36,737"
2024,"₹35,991",Bookshelf,MDF,Medium,Walnut,1,2025,"₹28,792"
2016,"₹9,602",Dining Table,Plywood,Low,Beige,9,2025,"₹1,000"
2019,"₹43,154",Dresser,Plywood,High,Blue,6,2025,"₹22,933"
2020,"₹22,531",Bookshelf,MDF,Low,Blue,5,2025,"₹3,786"
2022,"₹35,588",Wardrobe,Plastic,Low,Black,3,2025,"₹12,206"
2024,"₹23,212",Table,Plastic,Medium,Cream,1,2025,"₹18,569"
2018,"₹20,230",Wardrobe,Wood,Low,Brown,7,2025,"₹1,666"
2020,"₹11,179",Bed,Teak Wood,High,Grey,5,2025,"₹6,601"
2019,"₹23,989",Bed,Teak Wood,Low,Beige,6,2025,"₹2,822"
2015,"₹32,273",Dresser,Steel,Low,Grey,10,2025,"₹1,000"
2019,"₹35,215",Cabinet,Steel,Low,Grey,6,2025,"₹4,143"
2018,"₹41,245",Chair,Plywood,Low,Teak,7,2025,"₹3,396"
2024,"₹31,773",Bed,Engineered Wood,High,Cream,1,2025,"₹28,595"
2016,"₹16,935",Cabinet,Plywood,High,Black,9,2025,"₹6,560"
2020,"₹31,363",Wardrobe,Wood,Medium,Beige,5,2025,"₹10,277"
2018,"₹41,905",Dining Table,Steel,Medium,White,7,2025,"₹8,788"
2022,"₹45,572",TV Unit,Steel,Low,Cream,3,2025,"₹15,631"
2021,"₹9,207",Chair,Plastic,High,Black,4,2025,"₹6,040"
2016,"₹15,631",Sofa,MDF,Low,Beige,9,2025,"₹1,000"
2021,"₹40,322",Bookshelf,Plywood,Medium,Black,4,2025,"₹16,515"
2022,"₹18,029",Cabinet,Teak Wood,Low,Cream,3,2025,"₹6,183"
2016,"₹23,927",Cabinet,Engineered Wood,Low,Walnut,9,2025,"₹1,000"
2018,"₹36,481",TV Unit,Steel,High,Grey,7,2025,"₹17,448"
2019,"₹29,944",Cabinet,Engineered Wood,High,White,6,2025,"₹15,913"
2020,"₹26,555",Wardrobe,Steel,High,Teak,5,2025,"₹15,680"
2017,"₹18,817",Bed,Plywood,Low,Red,8,2025,"₹1,084"
2021,"₹5,905",Dresser,Teak Wood,High,Black,4,2025,"₹3,874"
2022,"₹15,277",Dining Table,Engineered Wood,High,Black,3,2025,"₹11,136"
2024,"₹31,887",Chair,Steel,High,Blue,1,2025,"₹28,698"
2021,"₹43,349",Bed,MDF,Medium,Walnut,4,2025,"₹17,755"
2016,"₹20,438",Dresser,MDF,Medium,White,9,2025,"₹2,743"
2024,"₹48,612",Dining Table,Engineered Wood,Medium,Walnut,1,2025,"₹38,889"
2015,"₹18,345",Dresser,Teak Wood,High,Brown,10,2025,"₹6,396"
2015,"₹22,438",Table,Plastic,Low,Red,10,2025,"₹1,000"
2015,"₹36,739",Bookshelf,MDF,Low,White,10,2025,"₹1,037"
2017,"₹24,168",TV Unit,MDF,Medium,Black,8,2025,"₹4,054"
2020,"₹29,683",Cabinet,MDF,High,Grey,5,2025,"₹17,527"
2022,"₹35,237",Cabinet,Plywood,Medium,Walnut,3,2025,"₹18,041"
2021,"₹5,496",Bed,Plastic,Medium,Teak,4,2025,"₹2,251"
2019,"₹49,709",Dresser,Plastic,Low,Blue,6,2025,"₹5,848"
2019,"₹13,430",Dresser,MDF,Low,Red,6,2025,"₹1,580"
2016,"₹12,790",TV Unit,Steel,Low,Brown,9,2025,"₹1,000"
2017,"₹24,495",Dining Table,Plywood,High,Beige,8,2025,"₹10,544"
2024,"₹4,231",Dining Table,Engineered Wood,Low,Brown,1,2025,"₹2,961"
2020,"₹39,078",Table,Teak Wood,Medium,Walnut,5,2025,"₹12,805"
2015,"₹16,979",Table,MDF,High,White,10,2025,"₹5,920"
2018,"₹11,343",Chair,Steel,High,Red,7,2025,"₹5,425"
2015,"₹30,935",Chair,Engineered Wood,Low,Blue,10,2025,"₹1,000"
2023,"₹33,179",Bed,MDF,High,Blue,2,2025,"₹26,874"
2017,"₹13,535",Dining Table,Teak Wood,High,Red,8,2025,"₹5,826"
2016,"₹25,224",Wardrobe,MDF,Low,Walnut,9,2025,"₹1,017"
2015,"₹15,120",Chair,Engineered Wood,Medium,Beige,10,2025,"₹1,623"
2021,"₹26,646",Chair,Steel,Low,Grey,4,2025,"₹6,397"
2017,"₹21,478",Bookshelf,MDF,Low,Teak,8,2025,"₹1,238"
2023,"₹10,830",Wardrobe,Teak Wood,Low,Grey,2,2025,"₹5,306"
2018,"₹24,033",Wardrobe,Plywood,Medium,Brown,7,2025,"₹5,040"
2017,"₹22,831",TV Unit,Plastic,Medium,White,8,2025,"₹3,830"
2017,"₹42,941",Bed,Steel,High,Black,8,2025,"₹18,484"
2018,"₹8,289",TV Unit,MDF,Medium,Teak,7,2025,"₹1,738"
2024,"₹42,496",Bed,Plywood,High,Black,1,2025,"₹38,246"
2019,"₹26,854",Bed,Teak Wood,Low,Teak,6,2025,"₹3,159"
2019,"₹30,280",Dresser,Engineered Wood,Medium,Cream,6,2025,"₹7,937"
2018,"₹35,110",Chair,Teak Wood,High,Red,7,2025,"₹16,793"
2019,"₹46,344",TV Unit,MDF,High,Cream,6,2025,"₹24,629"
2024,"₹18,925",TV Unit,MDF,Medium,Beige,1,2025,"₹15,140"
2016,"₹10,804",Table,Engineered Wood,High,Cream,9,2025,"₹4,185"
2019,"₹22,283",Dresser,MDF,High,Grey,6,2025,"₹11,842"
2021,"₹46,084",Chair,Plastic,Medium,Red,4,2025,"₹18,876"
2023,"₹7,589",Dresser,Engineered Wood,Medium,Blue,2,2025,"₹4,856"
2023,"₹5,849",Dining Table,Teak Wood,High,Teak,2,2025,"₹4,737"
2021,"₹37,597",Table,Engineered Wood,Low,Cream,4,2025,"₹9,027"
2019,"₹18,684",Bookshelf,Wood,Medium,Brown,6,2025,"₹4,897"
2023,"₹23,645",TV Unit,Plastic,Medium,Black,2,2025,"₹15,132"
2016,"₹31,944",Cabinet,MDF,Low,Cream,9,2025,"₹1,289"
2020,"₹14,558",TV Unit,Plastic,Low,Teak,5,2025,"₹2,446"
2016,"₹15,498",Table,Wood,High,Teak,9,2025,"₹6,004"
2023,"₹37,719",Cabinet,MDF,Medium,Red,2,2025,"₹24,140"
